Sample	ID	Lane	Patient	Type	RG9MTD1	RG9MTD1_num	Expression	Gene
036N	R17029074LD01-BDESCCDNA036-N	R17029074LD01	36	Normal	NO	0	142.573	MT-ND4
036N	R17029074LD01-BDESCCDNA036-N	R17029074LD01	36	Normal	NO	0	13.434	MT-ND4L
036N	R17029074LD01-BDESCCDNA036-N	R17029074LD01	36	Normal	NO	0	70.498	MT-ND5
036N	R17029074LD01-BDESCCDNA036-N	R17029074LD01	36	Normal	NO	0	7.293	MT-ND6
036N	R17029074LD01-BDESCCDNA036-N	R17029074LD01	36	Normal	NO	0	449.001	MT-RNR1
036N	R17029074LD01-BDESCCDNA036-N	R17029074LD01	36	Normal	NO	0	1545.488	MT-RNR2
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	95.433	MT-ATP6
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	3.237	MT-ATP8
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	3402.162	MT-CO1
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	699.688	MT-CO2
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	2143.919	MT-CO3
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	148.363	MT-CYB
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	37.579	MT-ND1
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	54.379	MT-ND2
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	115.564	MT-ND3
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	150.663	MT-ND4
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	14.781	MT-ND4L
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	105.724	MT-ND5
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	11.203	MT-ND6
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	60.316	MT-RNR1
037N	R17029075LD01-BDESCCDNA037-N	R17029075LD01	37	Normal	NO	0	520.656	MT-RNR2
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	189.483	MT-ATP6
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	4.242	MT-ATP8
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	2962.579	MT-CO1
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	488.016	MT-CO2
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	1368.258	MT-CO3
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	239.435	MT-CYB
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	102.379	MT-ND1
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	118.371	MT-ND2
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	168.077	MT-ND3
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	346.936	MT-ND4
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	36.761	MT-ND4L
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	208.374	MT-ND5
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	12.327	MT-ND6
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	239.479	MT-RNR1
039N	R17029077LD01-BDESCCDNA039-N	R17029077LD01	39	Normal	NO	0	673.149	MT-RNR2
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	211.521	MT-ATP6
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	3.743	MT-ATP8
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	4196.712	MT-CO1
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	537.255	MT-CO2
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	1559.066	MT-CO3
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	300.077	MT-CYB
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	128.934	MT-ND1
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	164.714	MT-ND2
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	82.516	MT-ND3
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	409.567	MT-ND4
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	46.205	MT-ND4L
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	292.419	MT-ND5
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	13.681	MT-ND6
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	255.721	MT-RNR1
040N	R17029078LD01-BDESCCDNA040-N	R17029078LD01	40	Normal	NO	0	1079.674	MT-RNR2
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	257.016	MT-ATP6
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	6.021	MT-ATP8
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	5433.227	MT-CO1
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	904.336	MT-CO2
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	2352.478	MT-CO3
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	340.71	MT-CYB
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	174.869	MT-ND1
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	202.08	MT-ND2
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	157.392	MT-ND3
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	485.265	MT-ND4
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	52.394	MT-ND4L
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	311.272	MT-ND5
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	16.015	MT-ND6
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	119.173	MT-RNR1
041N	R17029079LD01-BDESCCDNA041-N	R17029079LD01	41	Normal	NO	0	1356.985	MT-RNR2
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	165.176	MT-ATP6
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	5.133	MT-ATP8
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	4036.265	MT-CO1
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	725.853	MT-CO2
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	1586.816	MT-CO3
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	277.487	MT-CYB
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	81.799	MT-ND1
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	123.161	MT-ND2
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	177.654	MT-ND3
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	337.609	MT-ND4
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	29.773	MT-ND4L
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	209.07	MT-ND5
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	12.156	MT-ND6
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	215.6	MT-RNR1
043N	R17029080LD01-BDESCCDNA043-N	R17029080LD01	43	Normal	NO	0	933.568	MT-RNR2
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	175.937	MT-ATP6
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	3.995	MT-ATP8
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	4575.508	MT-CO1
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	635.947	MT-CO2
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	2342.319	MT-CO3
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	239.468	MT-CYB
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	97.116	MT-ND1
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	136.5	MT-ND2
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	112.338	MT-ND3
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	302.162	MT-ND4
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	32.473	MT-ND4L
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	198.877	MT-ND5
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	11.731	MT-ND6
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	133.803	MT-RNR1
044N	R17029081LD01-BDESCCDNA044-N	R17029081LD01	44	Normal	NO	0	706.547	MT-RNR2
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	115.254	MT-ATP6
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	2.048	MT-ATP8
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	3365.691	MT-CO1
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	596.874	MT-CO2
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	1562.431	MT-CO3
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	236.757	MT-CYB
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	88.166	MT-ND1
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	121.735	MT-ND2
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	87.655	MT-ND3
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	297.739	MT-ND4
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	36.31	MT-ND4L
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	157.202	MT-ND5
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	7.821	MT-ND6
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	37.054	MT-RNR1
045N	R17029082LD01-BDESCCDNA045-N	R17029082LD01	45	Normal	NO	0	397.823	MT-RNR2
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	132.063	MT-ATP6
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	3.492	MT-ATP8
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	3882.952	MT-CO1
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	595.024	MT-CO2
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	1817.721	MT-CO3
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	182.608	MT-CYB
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	68.313	MT-ND1
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	105.496	MT-ND2
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	79.636	MT-ND3
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	284.257	MT-ND4
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	28.098	MT-ND4L
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	147.949	MT-ND5
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	8.837	MT-ND6
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	927.539	MT-RNR1
046N	R17029083LD01-BDESCCDNA046-N	R17029083LD01	46	Normal	NO	0	2040.174	MT-RNR2
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	172.051	MT-ATP6
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	4.327	MT-ATP8
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	3563.251	MT-CO1
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	655.355	MT-CO2
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	2172.961	MT-CO3
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	225.518	MT-CYB
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	85.228	MT-ND1
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	115.473	MT-ND2
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	178.41	MT-ND3
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	291.032	MT-ND4
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	31.333	MT-ND4L
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	151.843	MT-ND5
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	12.106	MT-ND6
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	1131.589	MT-RNR1
047N	R17029084LD01-BDESCCDNA047-N	R17029084LD01	47	Normal	NO	0	2946.745	MT-RNR2
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	116.217	MT-ATP6
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	3.412	MT-ATP8
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	2989.325	MT-CO1
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	482.302	MT-CO2
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	1760.633	MT-CO3
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	158.421	MT-CYB
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	98.399	MT-ND1
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	82.931	MT-ND2
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	100.496	MT-ND3
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	201.332	MT-ND4
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	20.858	MT-ND4L
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	128.136	MT-ND5
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	12.967	MT-ND6
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	798.462	MT-RNR1
048N	R17029085LD01-BDESCCDNA048-N	R17029085LD01	48	Normal	NO	0	1277.693	MT-RNR2
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	116.618	MT-ATP6
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	3.396	MT-ATP8
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	3103.001	MT-CO1
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	448.64	MT-CO2
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	1539.907	MT-CO3
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	140.541	MT-CYB
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	64.43	MT-ND1
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	72.529	MT-ND2
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	139.1	MT-ND3
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	215.572	MT-ND4
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	22.128	MT-ND4L
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	102.46	MT-ND5
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	9.315	MT-ND6
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	377.109	MT-RNR1
049N	R17029086LD01-BDESCCDNA049-N	R17029086LD01	49	Normal	NO	0	912.615	MT-RNR2
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	97.045	MT-ATP6
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	3.264	MT-ATP8
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	2657.999	MT-CO1
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	383.976	MT-CO2
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	1341.956	MT-CO3
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	153.512	MT-CYB
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	63.763	MT-ND1
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	76.235	MT-ND2
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	77.518	MT-ND3
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	200.649	MT-ND4
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	21.806	MT-ND4L
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	179.148	MT-ND5
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	10.185	MT-ND6
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	212.009	MT-RNR1
050N	R17029087LD01-BDESCCDNA050-N	R17029087LD01	50	Normal	NO	0	744.448	MT-RNR2
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	5909.056	MT-ATP6
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	293.934	MT-ATP8
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	26726.401	MT-CO1
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	8772.96	MT-CO2
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	11734.63	MT-CO3
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	4743.869	MT-CYB
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	3489.607	MT-ND1
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	6481.388	MT-ND2
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	1749.484	MT-ND3
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	12761.418	MT-ND4
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	845.125	MT-ND4L
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	1973.364	MT-ND5
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	510.381	MT-ND6
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	1539.15	MT-RNR1
053N	R17029088LD01-BDESCCDNA053-N	R17029088LD01	53	Normal	NO	0	8556.257	MT-RNR2
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	6059.809	MT-ATP6
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	297.546	MT-ATP8
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	31081.382	MT-CO1
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	6735.018	MT-CO2
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	11129.498	MT-CO3
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	4025.604	MT-CYB
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	3043.955	MT-ND1
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	4538.97	MT-ND2
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	1100.675	MT-ND3
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	11596.033	MT-ND4
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	756.887	MT-ND4L
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	2640.388	MT-ND5
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	717.129	MT-ND6
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	3669.343	MT-RNR1
054N	R17029089LD01-BDESCCDNA054-N	R17029089LD01	54	Normal	NO	0	13484.991	MT-RNR2
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	4274.305	MT-ATP6
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	221.45	MT-ATP8
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	22551.602	MT-CO1
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	6498.627	MT-CO2
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	7952.033	MT-CO3
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	4287.895	MT-CYB
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	2925.844	MT-ND1
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	4675.937	MT-ND2
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	700.751	MT-ND3
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	11476.064	MT-ND4
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	828.753	MT-ND4L
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	4214.145	MT-ND5
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	1013.528	MT-ND6
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	2311.621	MT-RNR1
055N	R17029090LD01-BDESCCDNA055-N	R17029090LD01	55	Normal	NO	0	8345.752	MT-RNR2
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	5099.657	MT-ATP6
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	258.506	MT-ATP8
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	28277.727	MT-CO1
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	6874.854	MT-CO2
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	10302.442	MT-CO3
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	5460.869	MT-CYB
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	3540.327	MT-ND1
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	7514.066	MT-ND2
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	1331.011	MT-ND3
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	13289.663	MT-ND4
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	981.105	MT-ND4L
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	2647.99	MT-ND5
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	519.726	MT-ND6
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	3400.9	MT-RNR1
056N	R17029091LD01-BDESCCDNA056-N	R17029091LD01	56	Normal	NO	0	11336.469	MT-RNR2
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	5483.734	MT-ATP6
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	314.537	MT-ATP8
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	29052.988	MT-CO1
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	7345.733	MT-CO2
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	11328.294	MT-CO3
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	4747.425	MT-CYB
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	3313.472	MT-ND1
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	8677.696	MT-ND2
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	1056.46	MT-ND3
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	15082.957	MT-ND4
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	1017.016	MT-ND4L
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	2479.233	MT-ND5
057N	R17029092LD01-BDESCCDNA057-N	R17029092LD01	57	Normal	NO	0	550.544	MT-ND6
